exchange_point_id; region; country; city; long_name; status; media_type; organization_type; establishment; url; member_list_url; looking_glass_url; participants; traffic; prefixes
917; Europe; Poland; Poznan; Poznan Internet Exchange; Active; Ethernet; Association;20060310; http://www.pix.net.pl/; http://www.pix.net.pl/uczestnicy.html; ;82;23480000;0
1645; Europe; Poland; Warsaw; Krajowa Izba Komunikacji Ethernetowej; Active; Ethernet; Association;20090000; http://www.kike.pl/en/; http://tanie-lacze.pl/uczestnicy/; ;11;0;0
509; Europe; Poland; Warsaw; Polish Internet Exchange; Active; Ethernet; Commercial;20060402; http://www.plix.pl/; http://www.plix.pl/pl/member; http://www.plix.pl/en/network/looking_glass;213;428110000;197120
918; Europe; Poland; Warsaw; Thinx Poland; Active; Ethernet; Commercial;20060000; http://www.thinx.pl/; http://en.thinx.pl/internet_exchange/members; http://lg.atman.pl/;146;142500000;0
1636; Europe; Poland; Warsaw; TPIX - Internet Exchange; Active; Ethernet; Commercial;20101100; http://www.tpix.pl/; http://www.tpix.pl/uczestnicy.html; http://lg.tpix.pl;120;174180000;0
185; Europe; Poland; Warsaw; Warsaw Internet Exchange; Active; Ethernet; Association;19960000; http://www.wix.aster.pl/vxb/w/; http://www.wix.aster.pl/vxb/w/index.asp?sid=e1130c4dbcc8bf8b213df928bdc8926c&klienci_x=klienci; ;42;4860000;0
725; Europe; Poland; Wroclaw; Wroclaw Internet eXchange; Active; Ethernet; Association;20010200; http://wrix.org; http://wrix.org/uczestnicy/; ;8;0;0
186; Europe; Portugal; Lisbon; Gigabit Portugese Internet Exchange; Active; Ethernet; University;19950000; http://www.fccn.pt/pt/servicos/conectividade-e-infraestrutura/gigapix/; http://www.fccn.pt/pt/servicos/conectividade-e-infraestrutura/gigapix/redes-ligadas/; ;22;26200000;0
1385; Europe; Romania; Bucharest; Balcan-IX; Active; Ethernet; Commercial;20080000; http://www.balcan-ix.net; http://www.balcan-ix.net/en/clienti_lista.php; http://www.balcan-ix.net/en/clienti_lg.php;24;30000000;0
804; Europe; Romania; Bucharest; InterLAN-IX; Active; Ethernet; Association;20070000; http://www.interlan.ro/; http://www.interlan.ro/?t=5; http://lg.interlan.ro/summary/rs1/ipv4;48;26410000;0
189; Europe; Romania; Bucharest; Romanian National Internet Exchange; Active; Ethernet; Association;20010907; http://www.ronix.ro/; http://www.ronix.ro/membri.php; http://www.ronix.ro/lgpublic/;32;31620000;0
190; Europe; Russia; Ekaterinburg; Ekaterinburg Internet Exchange; Active; Ethernet; Governmental;20120901; http://www.ix.ru/eng/ekt/; http://www.ix.ru/eng/ekt/members/; http://www.ix.ru/ekt/network/lookingglass.html;40;30847000;0
1223; Europe; Russia; Kazan; Kazan Internet Exchange; Active; Ethernet; Association;20100500; http://www.ix.ru/eng/kzn/; http://www.ix.ru/eng/kzn/members/; http://www.ix.ru/eng/kzn/lookingglass.html;11;1539000;0
1867; Europe; Russia; Krasnodar; Sea-IX Internet exchange; Active; Ethernet; Commercial;20121008; http://sea-ix.ru; http://sea-ix.ru/participants.shtml; http://sea-ix.ru/lg.shtml;31;2300000;0
516; Europe; Russia; Krasnoyarsk; Krasnoyarsk Internet Exchange; Active; Ethernet; Association;20060000; http://www.krs-ix.ru; http://www.krs-ix.ru/members/; ;50;62150000;0
1270; Europe; Russia; Moscow; DataIX Moscow; Active; Ethernet; Commercial;20101020; http://www.dataix.ru/; http://www.dataix.ru/eng/members/; http://www.dataix.ru/eng/s/11/looking_glass.html;39;900000000;0
191; Europe; Russia; Moscow; Moscow Internet Exchange; Active; Ethernet; Governmental;19950000; http://www.msk-ix.ru/eng/about/; http://www.msk-ix.ru/members/; http://www.msk-ix.ru/eng/lookingglass.html;367;1675321000;0
192; Europe; Russia; Novosibirsk; Novosibirsk Internet Exchange; Active; Ethernet; Governmental;20100000; http://www.ix.ru/eng/nsk/; http://www.ix.ru/eng/nsk/members/; http://www.ix.ru/eng/nsk/lookingglass.html;50;16251000;0
1863; Europe; Russia; Omsk; Omsk Internet exchange; Active; Ethernet; Commercial;20060000; http://www.omsk-ix.ru; http://www.omsk-ix.ru/members; http://www.omsk-ix.ru/looking-glass;15;28390000;0
1046; Europe; Russia; Rostov-on-Don; Rostov-on-Don Internet Exchange; Active; Ethernet; Association;20090000; http://www.ix.ru/eng/rnd/; http://www.ix.ru/eng/rnd/members/; http://www.ix.ru/eng/rnd/lookingglass.html;17;3027000;0
193; Europe; Russia; Samara; Samara Internet Exchange; Active; Ethernet; Association;20090000; http://www.ix.ru/eng/smr/; http://www.ix.ru/eng/smr/members/; http://www.ix.ru/eng/smr/lookingglass.html;20;5126000;0
1383; Europe; Russia; Saratov; Saratov Internet Exchange; Active; Ethernet; Commercial;20050000; http://saratov-ix.ru/; http://saratov-ix.ru/members/; ;12;163000;0
1241; Europe; Russia; Simferopol; Crimea Internet Exchange; Active; Ethernet; Association;20060220; http://crimea-ix.net/; http://www.crimea-ix.net/content/view/13/30/; http://lg.crimea-ix.net/;21;14200000;0
1269; Europe; Russia; St. Petersburg; DataIX St Petersburg; Active; Ethernet; Commercial;20101020; http://www.dataix.ru/; http://www.dataix.ru/eng/members/; http://www.dataix.ru/eng/s/11/looking_glass.html;40;380000000;0
1864; Europe; Russia; St. Petersburg; Pirix; Active; Ethernet; Commercial;20080000; http://www.pirix.ru/; http://www.pirix.ru/members/; ;50;16720000;0
195; Europe; Russia; St. Petersburg; St. Petersburg Internet Exchange; Active; Ethernet; Association;20090000; http://www.ix.ru/eng/spb/; http://www.ix.ru/eng/spb/members/; http://www.ix.ru/eng/spb/lookingglass.html;87;55279000;0
1384; Europe; Russia; Stavropol; Stavropol Internet Exchange; Active; Ethernet; Association;20090000; http://www.ix.ru/eng/stw/; http://www.ix.ru/eng/stw/members/; http://www.ix.ru/eng/stw/lookingglass.html;15;530000;0
1134; Europe; Russia; Ulyanovsk; Ulyanovsk Internet Exchange; Active; Ethernet; Association;20090508; http://www.uln-ix.ru/; http://www.uln-ix.ru/partners/; http://lg.uln-ix.ru/;16;1870000;0
1044; Europe; Russia; Vladivostok; Vladivostok Internet Exchange; Active; Ethernet; Association;20080000; http://www.ix.ru/eng/vlv/; http://www.ix.ru/eng/vlv/members/; http://www.ix.ru/eng/vlv/lookingglass.html;15;420000;457
765; Africa; Rwanda; Kigali; Rwanda Internet exchange; Active; ; Commercial;20030000; http://www.rinex.org.rw; http://www.rinex.org.rw/member.html; ;9;867616;793
1064; Europe; Saudi Arabia; Riyadh; Internet Exchange of Saudi Arabia; Active; Ethernet; Governmental;20090100; http://www.ix.net.sa/; ; ;4;0;0
1350; Europe; Serbia; Belgrade; Serbian Open Exchange; Active; Ethernet; Association;20100900; http://sox.rs; http://sox.rs/?id=News&lang=en; ;30;100000000;0
204; Europe; Slovakia; Bratislava; Slovak Internet Exchange Bratislava; Active; Ethernet; University;19961000; http://www.six.sk; http://www.six.sk/index.php?page=pripojene_siete; http://www.six.sk/lg.php;56;50339097;0
1521; Europe; Slovakia; Koå_ice; Slovak Internet Exchange Koå_ice; Active; Ethernet; University;20080600; http://www.six.sk/index_en.shtml; http://www.six.sk/index.php?page=siete&city=ke; http://www.six.sk/lgke.php;3;138102;0
205; Europe; Slovenia; Ljubljana; Slovenian Internet Exchange; Active; Ethernet; University;19940200; http://www.arnes.si/en/infrastructure/six-internet-exchange.html; http://www.arnes.si/en/infrastructure/six-internet-exchange/membership.html; ;27;36430000;0
206; Africa; South Africa; Cape Town; Cape Town Internet Exchange; Active; Ethernet; Association;20090700; http://ispa.org.za/inx/cinx-information/; http://www.ispa.org.za/membership/list-of-members; ;23;4600000;4850
1308; Africa; South Africa; Cape Town; NAPAfrica Cape Town; Active; Ethernet; Commercial;20120000; http://www.napafrica.com; http://www.napafrica.com/live/content.php?Item_ID=228; ;12;6750000;5839
1362; Africa; South Africa; Durban; Durban Internet eXchange; Active; Ethernet; Association;20120914; http://stats.dinx.net.za; ; ;5;1850;1209
209; Africa; South Africa; Johannesburg; Johannesburg Internet Exchange; Active; Ethernet; Association;19960600; http://www.ispa.org.za/inx/jinx-information; http://www.ispa.org.za/inx/jinx-users; ;57;29700000;5944
1306; Africa; South Africa; Johannesburg; NAPAfrica Johannesburg; Active; Ethernet; Commercial;20120000; http://www.napafrica.com; http://www.napafrica.com/live/content.php?Item_ID=228; ;29;34350000;0
